177,food7,中式早餐,上海小籠煎包.jpg,上海小籠煎包,70,299,6.1,20.86,5.75,22.28,84.6,7.4,10.6,40.6,11.2,0.37,0.53
178,food7,中式早餐,鮮肉包.jpg,鮮肉包,150,387,15,15.3,10.65,52.5,150,361.5,42,471,24,0.9,0.9
179,food7,中式早餐,煎廣式蘿蔔糕.jpg,煎廣式蘿蔔糕,165,340.95,4.5,21.585,2.55,34.8,42,385.5,7.5,49.5,10.5,0.3,0.3
180,food7,中式早餐,蔥蛋餅.jpg,蔥蛋餅,95,310.85,216.5,20.445,9.95,21.48,129.6,67.8,17.4,156.4,29.8,1.62,1.05
181,food7,中式早餐,傳統飯糰.jpg,傳統飯糰,105,330.3,96.9,8.325,11.185,51.58,171,519.85,27.65,101.95,27.2,1.155,1.075
182,food7,中式早餐,三角紅豆包.jpg,三角紅豆包,90,216.9,0,0.27,6.66,47.34,92.7,54,18.9,237.6,18.9,0.63,0.81
183,food7,中式早餐,小籠包.jpg,小籠包,35,84,0.7,5.425,3.36,5.565,45.5,86.8,3.85,29.75,4.2,0.175,0.28
184,food7,中式早餐,芋頭包.jpg,芋頭包,35,87.85,0,0.805,2.45,17.885,46.9,19.6,8.4,132.65,6.65,0.175,0.21
185,food7,中式早餐,奶黃銀絲卷(小),奶黃銀絲卷(小),30,84.3,0,0.99,2.67,16.35,30.3,3.3,2.7,24.3,6,0.27,0.21
186,food7,中式早餐,菜包.jpg,菜包,150,339,1.5,3.6,12.9,64.2,150,366,42,456,28.5,0.9,0.9
187,food7,中式早餐,黑糖饅頭.jpg,黑糖饅頭,130,332.9,0,1.44,9.78,71,123.5,223.9,71.6,70.4,27.7,5.4,1.95
188,food7,中式早餐,冷凍銀絲卷(奶黃).jpg,冷凍銀絲卷(奶黃),40,112.4,0,1.32,3.56,21.8,40.4,4.4,3.6,32.4,8,0.36,0.28
189,food7,西式早餐,菠蘿奶酥麵包.jpg,菠蘿奶酥麵包,90,334.8,36.9,13.68,8.19,45.27,94.5,193.5,27,74.7,18.9,0.54,0.54
190,food7,西式早餐,沙威瑪麵包(小).jpg,沙威瑪麵包(小),80,216.75,22.15,8.175,10.3,25.51,127.9,378.65,42.4,122.8,21.75,0.725,0.72
191,food7,西式早餐,葡萄夾心.jpg,葡萄夾心,90,282,9.75,5.625,7.05,51.66,90.15,352.95,20.4,89.4,23.4,0.825,0.69
192,food7,西式早餐,蛋糕.jpg,蛋糕,81,320.9,0,5.715,4.68,62.31,94.35,401.05,5.1,56.55,16.05,0.96,0.375
193,food7,西式早餐,大亨堡.jpg,大亨堡,150,438.7,48.9,21.82,16.9,44.45,177.4,556.1,36.9,186.2,30.2,2.21,1.49
194,food7,西式早餐,鮪魚漢堡.jpg,鮪魚漢堡,470,488.75,248.5,19.57,14.155,37.055,184.25,335.75,31.8,190.2,27,1.685,1.205
195,food7,西式早餐,奶酥麵包.jpg,奶酥麵包,75,279,30.75,11.4,6.825,37.725,78.75,161.25,22.5,62.25,15.75,0.45,0.45
196,food7,西式早餐,自製鬆餅.jpg,自製鬆餅,30,108.6,0,0.36,2.52,23.22,45.9,0.6,5.4,16.8,8.7,0.24,0.18
197,food7,西式早餐,喀啦雞腿堡.jpg,喀啦雞腿堡,155,511.25,35.25,32.955,17.505,37.36,224.8,784.3,20.4,148.75,32.1,1.11,0.85
198,food7,西式早餐,鮪魚土司夾蛋.jpg,鮪魚土司夾蛋,150,380.35,272.8,22.99,15.71,27.92,249.05,480.65,33.2,211.45,29.2,1.87,1.285
199,food7,西式早餐,滿福堡+可樂.jpg,滿福堡+可樂,810,707.7,279.9,20.27,19.93,111.715,226.1,961.5,167.05,444.15,39.1,2.99,2.135
200,food7,西式早餐,漢堡夾蛋+奶茶.jpg,漢堡夾蛋+奶茶,505,631.3,273.4,37.535,17.88,30.355,264.05,507.75,32.8,225,29.85,1.94,1.974
201,food7,西式早餐,煎蛋熱狗+無糖豆漿.jpg, 煎蛋熱狗+無糖豆漿 ,445,385.85,246.75,27.37,13.42,4.25,133,436.55,27.65,164,11,1.945,1.215
202,food7,西式早餐,巧克力蛋糕.jpg,巧克力蛋糕,100,340,146,16.1,6.9,42.6,185,134,28,135,25,1.6,0.9
203,food7,西式早餐,起司蛋糕.jpg,起司蛋糕,50,169,81,7.9,3.7,21,55.5,85,15.5,65,5.5,0.55,0.4
204,food7,西式早餐,鮮奶油三明治.jpg,鮮奶油三明治,95,266.05,28.65,10.94,9.34,33.9,110.15,609.3,78.35,144.9,23.15,1,0.955
