1,2,1
2,2,2
3,2,3
4,3,4
5,3,5
6,4,6
7,4,5
8,6,8
9,6,9
10,10,10
11,10,2
12,10,4
13,10,6
14,10,14
15,10,8
16,10,9
17,10,17
18,10,18
19,10,19
20,10,20
21,11,21
22,11,22
23,11,23
24,11,18
25,11,25
26,12,26
27,12,27
28,12,28
29,12,29
30,12,30
31,12,31
32,12,32
33,13,33
34,13,3
35,14,35
36,14,36
37,14,37
38,14,38
39,15,39
40,15,17
41,16,41
42,16,42
43,16,43
44,16,44
45,16,22
46,17,46
47,17,3
48,18,48
49,18,49
50,18,50
51,19,51
52,19,52
53,19,50
54,20,54
55,20,55
56,20,50
57,22,57
58,22,58
59,22,430
60,21,60
61,21,197
62,21,50
63,23,63
64,23,64
65,23,50
66,24,66
67,25,67
68,25,68
69,25,69
70,25,50
71,26,71
72,26,72
73,26,50
74,27,74
75,27,75
76,27,3
77,28,77
78,28,78
79,28,3
80,29,80
81,29,78
82,29,3
83,30,83
84,30,3
85,31,85
86,31,50
87,32,87
88,32,50
89,33,89
90,33,50
91,34,91
92,34,50
93,35,93
94,35,3
95,36,95
96,36,96
97,36,50
98,37,98
99,37,50
100,38,100
101,38,95
102,38,50
103,39,103
104,39,50
105,40,105
106,40,50
107,41,107
108,41,50
109,42,109
110,42,50
111,43,111
112,43,50
113,44,113
114,44,114
115,44,50
116,45,116
117,45,117
118,45,50
119,46,119
120,46,208
121,47,121
122,47,208
123,48,123
124,48,208
125,49,125
126,49,208
127,50,100
128,50,128
129,50,50
130,51,95
131,51,131
132,51,50
133,52,133
134,52,117
135,52,50
136,53,136
137,53,137
138,53,3
139,54,105
140,54,137
141,54,50
142,55,142
143,55,143
144,55,50
145,56,145
146,56,50
147,57,147
148,57,148
149,57,50
150,58,150
151,58,151
152,58,50
153,59,153
154,59,154
155,59,50
156,60,142
157,60,117
158,60,3
159,61,159
160,61,160
161,61,50
162,62,162
163,62,128
164,62,50
165,63,165
166,64,166
167,64,167
168,66,168
169,66,3
170,67,170
171,68,171
172,69,172
173,70,173
174,70,174
175,70,3
176,71,176
177,72,177
178,109,178
179,172,191
180,172,192
181,173,193
182,173,194
183,173,195
184,174,196
185,174,197
186,174,198
187,175,176
188,175,200
189,176,201
190,177,202
191,177,203
192,177,204
193,177,205
194,178,206
195,179,207
196,179,208
197,180,209
198,180,197
199,180,208
200,181,212
201,181,117
202,181,214
203,181,194
204,181,216
205,182,217
206,183,218
207,184,219
208,185,220
209,186,221
210,187,222
211,187,223
212,188,224
213,190,225
214,190,226
215,190,227
216,191,228
217,191,23
218,192,230
219,192,23
220,192,25
221,192,50
222,193,234
223,193,235
224,194,236
225,194,237
226,194,238
227,194,239
228,194,240
229,194,3
230,196,242
231,197,243
232,197,244
233,197,245
234,197,208
235,198,247
236,198,248
237,198,249
238,198,3
239,198,245
240,198,137
241,199,247
242,199,249
243,199,255
244,199,50
245,199,257
246,199,258
247,200,236
248,200,238
249,200,261
250,200,137
251,200,245
252,200,3
253,200,265
254,201,266
255,201,197
256,201,268
257,201,3
258,204,270
259,204,271
260,204,272
261,204,273
262,204,274
263,206,275
264,206,276
265,206,277
266,206,278
267,207,279
268,207,280
269,208,281
270,208,282
271,209,283
272,209,284
273,210,285
274,211,286
275,211,330
276,211,288
277,211,289
278,211,290
279,211,291
280,212,292
281,212,18
282,213,294
283,213,295
284,214,296
285,215,297
286,215,18
287,216,299
288,216,300
289,217,301
290,217,302
291,217,330
292,217,304
293,217,187
294,217,306
295,217,307
296,218,308
297,218,309
298,218,310
299,218,311
300,218,304
301,218,313
302,218,3
303,219,308
304,219,109
305,219,116
306,219,318
307,219,319
308,219,50
309,210,308
310,210,322
311,210,323
312,210,162
313,210,325
314,210,279
315,210,280
316,210,3
317,221,286
318,221,330
319,221,288
320,221,289
321,221,290
322,221,291
323,221,335
324,222,336
325,223,337
326,223,338
327,223,339
328,223,319
329,223,341
330,223,342
331,223,18
332,223,50
333,224,345
334,224,346
335,224,347
336,224,348
337,225,337
338,225,338
339,225,351
340,225,339
341,225,341
342,225,342
343,225,3
344,226,356
345,226,3
346,227,335
347,227,359
348,227,360
349,227,361
350,227,117
351,227,363
352,227,30
353,228,498
354,228,359
355,228,367
356,228,6
357,228,369
358,228,117
359,228,371
360,228,208
361,229,373
362,229,374
363,230,335
364,230,376
365,230,377
366,230,304
367,230,117
368,230,363
369,230,30
370,231,382
371,231,374
372,232,308
373,232,394
374,232,363
375,232,373
376,232,388
377,232,389
378,232,30
379,233,391
380,233,30
381,234,308
382,234,394
383,234,363
384,234,396
385,234,187
386,234,369
387,234,117
388,234,30
389,235,401
390,236,498
391,236,403
392,236,404
393,236,405
394,236,371
395,236,214
396,236,50
397,236,409
398,236,410
399,237,498
400,237,412
401,237,404
402,237,414
403,237,371
404,237,410
405,237,50
406,237,374
407,238,419
408,238,420
409,238,421
410,238,422
411,238,430
412,238,424
413,238,425
414,238,426
415,238,18
416,239,428
417,240,429
418,240,430
419,240,431
420,240,432
421,241,433
422,241,434
423,241,435
424,241,30
425,242,437
426,242,438
427,242,439
428,242,3
429,243,441
430,243,442
431,243,443
432,243,444
433,243,445
434,243,446
435,243,30
436,244,448
437,244,441
438,244,450
439,244,451
440,244,452
441,245,453
442,245,410
443,246,455
444,247,456
445,247,457
446,247,18
447,248,459
448,249,460
449,250,461
450,250,335
451,250,463
452,251,464
453,251,50
454,252,466
455,253,467
456,253,468
457,253,469
458,253,470
459,253,471
460,253,472
461,253,473
462,253,474
463,254,475
464,254,347
465,254,30
466,254,478
467,255,479
468,255,480
469,255,481
470,255,482
471,255,483
472,255,484
473,255,474
474,255,486
475,255,487
476,256,488
477,256,489
478,256,117
479,256,6
480,256,492
481,256,493
482,256,494
483,256,495
484,256,50
485,256,18
486,257,498
487,257,281
488,257,500
489,257,501
490,257,493
491,257,278
492,257,495
493,257,50
494,257,18
495,258,507
496,258,508
497,258,509
498,258,510
499,258,511
500,258,3
501,259,202
502,259,514
503,259,3
504,260,516
505,260,517
506,260,518
507,260,519
508,260,18
509,260,3
510,261,522
511,261,523
512,261,524
513,262,525
514,262,526
515,262,347
516,263,528
517,263,529
518,263,347
519,263,295
520,264,532
521,265,533
522,266,534
523,267,535
524,268,536
525,269,537
526,270,538
527,271,539
528,272,540
529,273,541
530,273,3
531,274,543
532,274,544
533,275,545
534,275,546
535,275,547
536,275,548
537,276,549
538,277,550
539,278,551
540,279,552
541,280,553
542,281,554
543,281,555
544,282,556
545,283,557
546,283,558
547,283,205
548,284,356
549,284,3
550,285,562
551,286,563
552,287,564
553,288,565
554,289,566
555,290,567
556,291,568
557,291,569
558,291,570
559,292,571
560,293,572
561,293,240
562,294,574
563,295,575
564,296,576
565,297,577
566,298,578
567,299,579
568,300,580
569,301,581
570,302,582
571,303,583
572,304,584
573,204,75
574,305,586
575,306,587
576,307,588
577,308,589
578,308,590
579,309,591
580,310,592
